GENE_SYMBOL,baseMean,logFC,lfcSE,stat,pvalue,Adj.p.values,log10Adj.p.values
ARHGEF28,1319.617096,0.207173969,0.102524126,-2.020733825,0.043307326,0.349584468,0.456447871
ZNF273,38.20144354,-0.740642558,0.366241493,2.022279213,0.043147515,0.349584468,0.456447871
PRPS2,272.9402293,-0.313971946,0.155278714,2.021989606,0.043177426,0.349584468,0.456447871
MBNL3,110.0010109,-0.453978842,0.22465768,2.020758167,0.043304805,0.349584468,0.456447871
RPL35,8182.192218,0.199812166,0.098918114,-2.019975493,0.04338593,0.349989316,0.455945213
ABCF1,1747.752068,0.190600222,0.094379959,-2.019498891,0.043435393,0.350158715,0.45573506
CD55,408.5448018,0.302284179,0.14979445,-2.017993184,0.043591971,0.350733681,0.455022527
MYL12A,4262.542624,0.188525974,0.093410048,-2.018262252,0.043563956,0.350733681,0.455022527
YWHAH,3156.143656,0.21646273,0.107266473,-2.017990555,0.043592245,0.350733681,0.455022527
SYTL2,234.8305761,-0.360870126,0.178855899,2.017658502,0.04362684,0.350782601,0.454961956
TCF20,1546.981703,0.194170896,0.096326399,-2.01575993,0.043825085,0.352146441,0.453276696
RAB22A,770.583501,-0.301564213,0.14972784,2.014082441,0.044000879,0.353328205,0.451821693
MAP3K12,194.8816873,-0.353159255,0.175424517,2.013169314,0.04409682,0.353478877,0.451636533
PPM1H,72.62400629,-0.519455043,0.258039488,2.01308353,0.044105843,0.353478877,0.451636533
ZNF626,169.897574,-0.378112326,0.187785963,2.01352817,0.044059094,0.353478877,0.451636533
ASPM,100.4284732,-0.623040848,0.309669952,2.011951255,0.044225076,0.354203698,0.450746909
CA2,351.3658049,0.280861528,0.139660939,-2.011024194,0.044322901,0.354756234,0.450069964
KIAA1211L,65.54288447,-0.571356303,0.284168196,2.010627196,0.044364849,0.354861103,0.449941602
BAG6,3032.302098,0.199427396,0.099215548,-2.010041764,0.044426769,0.355125477,0.44961817
BCAS2,447.8756463,-0.304193604,0.151485958,2.008064691,0.044636418,0.356057912,0.448479359
HELZ,1625.2737,-0.190224993,0.094742566,2.007809178,0.044663573,0.356057912,0.448479359
SNRNP70,2490.359918,0.207000686,0.103066304,-2.008422525,0.044598411,0.356057912,0.448479359
VCP,7367.754049,0.173148033,0.086258907,-2.007306134,0.044717076,0.356057912,0.448479359
PTBP3,2154.636254,-0.29961322,0.149252386,2.007426673,0.044704251,0.356057912,0.448479359
GDI1,2492.390704,0.197909071,0.098545858,-2.00829416,0.044612042,0.356057912,0.448479359
PTGR2,167.834895,-0.390906785,0.194981928,2.004835976,0.044980585,0.357924423,0.446208666
CCP110,230.3195848,-0.353620642,0.176466367,2.003898241,0.045080962,0.35849127,0.445521416
DYNC2H1,301.227144,-0.386270369,0.192795887,2.003519756,0.045121529,0.358582075,0.445411424
PGD,3596.930394,0.21569143,0.1077259,-2.002224451,0.045260597,0.358839512,0.445099743
RARB,312.6843753,-0.314323775,0.156987632,2.002219988,0.045261077,0.358839512,0.445099743
PXDC1,952.8390603,-0.212865332,0.106295192,2.002586635,0.045221676,0.358839512,0.445099743
EEF1A1,68422.2539,0.192970354,0.096382462,-2.00213141,0.0452706,0.358839512,0.445099743
RNF170,401.2979664,-0.28191356,0.14085278,2.001476713,0.045341041,0.359166442,0.444704248
OTUD1,104.7207981,-0.451303637,0.225541243,2.000980539,0.045394487,0.359358417,0.444472179
PHF3,1542.367454,-0.189075089,0.094515206,2.000472693,0.045449246,0.359560528,0.444227991
DIS3L,129.4468208,-0.452463635,0.226213612,2.000160962,0.045482886,0.359595411,0.444185859
SH2D3A,730.5379509,0.26361555,0.131978221,-1.997417063,0.045779896,0.360357697,0.443266197
KLHL24,339.3542699,-0.307441047,0.15387851,1.99794661,0.045722449,0.360357697,0.443266197
ACAP2,602.8823413,-0.230058917,0.115150897,1.997890794,0.045728501,0.360357697,0.443266197
CYP2U1,172.0474136,-0.444534145,0.222460411,1.998261813,0.045688283,0.360357697,0.443266197
HPGD,48.40722252,-0.651022398,0.325731968,1.998644474,0.045646835,0.360357697,0.443266197
WDR46,540.2908472,0.26348148,0.131835056,-1.998569189,0.045654987,0.360357697,0.443266197
OXR1,466.265621,-0.250131194,0.125229897,1.997376023,0.04578435,0.360357697,0.443266197
CHMP4B,2841.259779,0.212955515,0.106647099,-1.99682427,0.045844276,0.360598648,0.442975906
LEPROT,1130.909049,-0.282415829,0.141526708,1.99549493,0.045988927,0.361236075,0.442208885
PRICKLE1,71.60183474,-0.526548554,0.264152544,1.993350308,0.046223101,0.361236075,0.442208885
RAB10,3020.265384,-0.237952959,0.119274552,1.995001911,0.046042671,0.361236075,0.442208885
TTLL4,319.8492867,0.332067946,0.16665194,-1.992583742,0.046307047,0.361236075,0.442208885
IRS1,1400.963325,-0.224517889,0.112571493,1.99444711,0.046103215,0.361236075,0.442208885
GID8,1578.356904,-0.207997359,0.104350787,1.993251465,0.046233918,0.361236075,0.442208885
RNF4,1321.987688,0.190225292,0.095409053,-1.993786608,0.04617538,0.361236075,0.442208885
GLTSCR1L,183.4992871,-0.345561584,0.173214031,1.994997641,0.046043137,0.361236075,0.442208885
AKIRIN2,351.4855789,-0.319943285,0.160490528,1.99353376,0.046203031,0.361236075,0.442208885
ORAI2,147.6333854,-0.389228518,0.19532431,1.992729513,0.046291074,0.361236075,0.442208885
PDK3,281.4077651,-0.316607936,0.15885741,1.993032212,0.04625792,0.361236075,0.442208885
LOC286437,68.0006901,-0.568107085,0.284953903,1.993680661,0.046186964,0.361236075,0.442208885
FMR1,581.2044664,-0.238091142,0.119484211,1.992657773,0.046298934,0.361236075,0.442208885
ZSWIM7,113.3619941,-0.453528829,0.227673392,1.992015072,0.046369404,0.361493289,0.441899761
POLE2,30.51135151,-0.788528409,0.395952221,1.991473634,0.046428841,0.361727425,0.441618563
KLK5,798.5432146,0.306619453,0.154012361,-1.990875614,0.046494564,0.362010205,0.441279187
SMARCA2,1066.156436,-0.214493261,0.107785382,1.990003262,0.046590576,0.362528316,0.440658066
MED24,867.4787176,0.215074447,0.108161981,-1.988447755,0.046762192,0.363315387,0.439716209
APOE,296.591018,-0.314204225,0.158027866,1.988283666,0.046780326,0.363315387,0.439716209
FAM169A,149.2053325,-0.393679997,0.197948607,1.988799027,0.04672339,0.363315387,0.439716209
HMGXB3,1219.583648,0.209674297,0.105471572,-1.987969764,0.046815034,0.363355551,0.439668201
KCNJ2,23.86888112,0.880197856,0.443202346,-1.985995483,0.047033825,0.364458069,0.43835243
LOC100505687,62.67189778,-0.609536744,0.306934377,1.985886202,0.047045961,0.364458069,0.43835243
DNAJB5,551.3528746,0.267143497,0.134487527,-1.986381216,0.046991011,0.364458069,0.43835243
STK40,253.9837235,0.309181667,0.155849088,-1.983852909,0.04727224,0.364603821,0.438178784
TMED5,702.9541372,-0.254092224,0.128034153,1.984565983,0.04719278,0.364603821,0.438178784
FLAD1,617.0929838,0.240434825,0.121120907,-1.985081113,0.047135448,0.364603821,0.438178784
PYCR1,212.7980179,0.364399592,0.183545256,-1.985339197,0.047106746,0.364603821,0.438178784
UBE2M,674.8411048,0.230227524,0.116046967,-1.983916777,0.047265118,0.364603821,0.438178784
HPCAL1,92.54897133,0.476275105,0.24003844,-1.984161809,0.047237805,0.364603821,0.438178784
MYD88,1791.31966,0.205414332,0.103508377,-1.984518923,0.047198021,0.364603821,0.438178784
USP35,309.26795,0.285810302,0.144128036,-1.983030578,0.047364014,0.364625846,0.43815255
GSTA4,164.3299307,-0.424509012,0.214025883,1.983447078,0.047317513,0.364625846,0.43815255
PRKAR1B,211.1473147,0.325513556,0.164134939,-1.983206974,0.047344315,0.364625846,0.43815255
ARHGAP40,118.9557273,0.416458031,0.210076168,-1.982414445,0.047432874,0.364927591,0.4377933
HSF2,100.1130954,-0.463953074,0.234075837,1.982063078,0.047472181,0.365001734,0.437705072
RNF167,1807.373453,0.18472651,0.093228518,-1.981437798,0.047542199,0.365311759,0.437336348
RPSA,12370.24104,0.21146814,0.106754335,-1.980885742,0.047604088,0.365384559,0.43724981
MRRF,392.2183774,0.27052796,0.136573484,-1.980823457,0.047611075,0.365384559,0.43724981
SEC11A,1994.509728,-0.201688573,0.101935578,1.978588617,0.047862342,0.366031426,0.436481626
STAT3,2276.051561,0.182453965,0.092215967,-1.978550684,0.047866617,0.366031426,0.436481626
TNS1,236.8091853,-0.329198724,0.166389196,1.978486167,0.047873888,0.366031426,0.436481626
PFKFB4,759.6421772,0.242523815,0.122566074,-1.978718965,0.047847656,0.366031426,0.436481626
SLC25A36,618.9419624,-0.273086638,0.137983187,1.979129801,0.047801394,0.366031426,0.436481626
TNFRSF10D,1096.773715,-0.209893588,0.106019527,1.979763483,0.047730111,0.366031426,0.436481626
IRGQ,916.398556,0.209531071,0.105961795,-1.977420918,0.047994071,0.366494765,0.435932224
ATAD2,294.8431323,-0.304169434,0.15381086,1.977554986,0.047978932,0.366494765,0.435932224
TMEM63A,447.8837965,0.261571259,0.132298232,-1.97713344,0.048026549,0.366515263,0.435907935
LENG9,40.43316711,0.674955469,0.341430908,-1.976843495,0.048059324,0.366538003,0.435880991
MLLT10,863.2147865,-0.207295289,0.104942118,1.975329768,0.048230737,0.367617428,0.434603908
TMEM120B,286.4655136,0.301153256,0.152535142,-1.974320492,0.048345312,0.368034672,0.434111265
WWTR1,701.7367738,-0.23941451,0.121259301,1.974401198,0.048336142,0.368034672,0.434111265
SLC16A13,92.16587822,0.485188,0.245846509,-1.973540331,0.048434034,0.368325877,0.433767768
METTL8,521.6901708,-0.248272824,0.125806006,1.973457644,0.048443446,0.368325877,0.433767768
ANKRD26,168.5089588,-0.440302847,0.223166534,1.972978829,0.048497974,0.368512713,0.433547525
GTF2A1,373.111191,-0.3083384,0.156337679,1.972259039,0.048580043,0.36853754,0.433518267
APC,869.2074473,-0.219627097,0.111349952,1.972404044,0.048563501,0.36853754,0.433518267
YIPF6,654.7207538,-0.256561782,0.130091636,1.972162015,0.048591114,0.36853754,0.433518267
TRMT1,460.9975478,0.289043391,0.146595884,-1.971701951,0.048643641,0.368708607,0.433316724
MIR205HG,2508.451751,-0.217637121,0.11042438,1.970915479,0.048733544,0.368935423,0.433049644
PLRG1,862.361848,-0.22504653,0.114171512,1.971126825,0.048709371,0.368935423,0.433049644
ITGB7,54.97863411,-0.630093042,0.319738957,1.970648329,0.048764115,0.368939814,0.433044476
EIF5,2867.44257,-0.212132965,0.107732474,1.969071693,0.048944859,0.370079689,0.43170475
TNKS1BP1,5949.764295,0.190228273,0.096645528,-1.968309118,0.049032481,0.370341748,0.431397328
DNM2,2395.998168,0.186167651,0.09458821,-1.968190862,0.049046081,0.370341748,0.431397328
FZD5,262.9712521,-0.310325805,0.157687125,1.967984423,0.04906983,0.370341748,0.431397328
ADPGK,778.3835904,0.213338531,0.108452965,-1.96710648,0.049170936,0.370877289,0.43076976
OPTN,3800.560236,0.175402379,0.089188529,-1.966647294,0.049223887,0.371049178,0.430568526
SYNPO,4286.515903,0.183128077,0.09314703,-1.966010909,0.049297351,0.371148107,0.43045275
SYPL1,1471.443227,-0.226323524,0.115112854,1.966101231,0.049286918,0.371148107,0.43045275
HS2ST1,222.86652,-0.338077748,0.172030929,1.96521492,0.049389368,0.371537779,0.429997019
BDH1,145.8539439,0.415437625,0.211414245,-1.965040837,0.049409511,0.371537779,0.429997019
USP5,1841.165575,0.200443786,0.102019533,-1.964758896,0.04944215,0.371556093,0.429975612
RAB11FIP2,175.3739449,-0.356525704,0.181500003,1.964328909,0.049491961,0.371703362,0.429803511
GNAI1,396.5856896,-0.365229437,0.186031437,1.9632673,0.049615123,0.372173928,0.429254054
LAMB1,5906.518135,0.169719922,0.086441723,-1.963402811,0.049599387,0.372173928,0.429254054
MYLIP,54.56577,-0.593776271,0.302526132,1.962727208,0.04967788,0.372417598,0.428969805
PGM3,581.2930498,0.25121709,0.128053721,-1.96181015,0.049784592,0.372990283,0.428302482
RRS1,593.8076107,0.222948531,0.113710038,-1.96067589,0.049916843,0.373753503,0.427414728
ARL4A,149.1935358,-0.416929994,0.212679047,1.960371744,0.049952356,0.3737919,0.427370114
RPRD1B,603.8894522,-0.227152398,0.115919935,1.959562851,0.050046907,0.374271763,0.426812937
GNRHR2,18.63659916,-1.057126275,0.539835838,1.958236561,0.050202261,0.375205476,0.425730832
N4BP2L2,679.5350312,-0.272406169,0.139213561,1.956750238,0.05037684,0.376178702,0.424605796
CDK5RAP1,369.5415683,0.266847396,0.136416107,-1.956128213,0.050450052,0.376178702,0.424605796
PIM3,535.0462683,0.291163978,0.1488895,-1.955570932,0.05051572,0.376178702,0.424605796
QARS,1822.839526,0.1801491,0.092121066,-1.955568981,0.05051595,0.376178702,0.424605796
VPS8,519.521349,-0.262475019,0.134172091,1.956256457,0.050434951,0.376178702,0.424605796
TAPBP,2969.570377,0.187874312,0.096058766,-1.955826832,0.050485557,0.376178702,0.424605796
PSRC1,135.1577962,-0.400772762,0.205164259,1.953423873,0.05076939,0.377432231,0.423161016
C1RL.AS1,110.3423753,0.446613655,0.228685433,-1.952960665,0.050824256,0.377432231,0.423161016
XPO6,1336.489133,0.186549072,0.095502494,-1.953342416,0.050779035,0.377432231,0.423161016
SPATS2L,3890.626528,-0.15856514,0.081196894,1.952847354,0.050837685,0.377432231,0.423161016
AGO2,292.470795,0.288811363,0.147836332,-1.95358853,0.050749898,0.377432231,0.423161016
JMY,198.3966152,-0.330426709,0.1692853,1.95189251,0.050950968,0.378045118,0.422456366
SERHL2,21.24744752,0.909357158,0.465991094,-1.951447505,0.051003835,0.37820927,0.422267831
NCR3LG1,62.00416803,-0.582851203,0.299121125,1.948545772,0.051349694,0.379166584,0.421169944
ANKLE2,1638.941122,0.183188047,0.09395969,-1.949645073,0.051218437,0.379166584,0.421169944
LPCAT2,565.9467708,-0.294599899,0.151202663,1.948377717,0.051369784,0.379166584,0.421169944
PSENEN,548.0733961,0.280263845,0.143817843,-1.948741819,0.051326265,0.379166584,0.421169944
PUS10,81.15624017,-0.495068136,0.253965677,1.949350568,0.051253574,0.379166584,0.421169944
ASB1,442.1611382,0.267654804,0.137293376,-1.94950996,0.051234555,0.379166584,0.421169944
UIMC1,495.894183,0.256466441,0.131593655,-1.948927102,0.051304131,0.379166584,0.421169944
BOP1,127.5594192,0.427093449,0.219213795,-1.948296405,0.051379507,0.379166584,0.421169944
MTHFD1L,609.2405879,0.22012033,0.113063202,-1.946878623,0.051549288,0.380191451,0.419997653
ZNF518A,176.7648426,-0.469395966,0.241268015,1.94553748,0.051710323,0.380681374,0.419438372
PSMD14,1020.056376,0.224484438,0.115398666,-1.945294911,0.051739494,0.380681374,0.419438372
GALNT7,1483.734621,-0.208231978,0.107022452,1.945684988,0.051692591,0.380681374,0.419438372
LOC100288198,30.95838199,-0.756417709,0.388797027,1.945533676,0.051710781,0.380681374,0.419438372
ZNF180,95.62101695,-0.50203154,0.258270805,1.943818387,0.051917356,0.381761692,0.418207653
PPP1R3B,340.8057166,0.285773588,0.147081657,-1.94295872,0.052021146,0.38229638,0.417599814
DEDD2,309.8975414,0.28293034,0.145730845,-1.941458179,0.052202727,0.382759297,0.417074252
CHMP2A,1849.938969,0.234331795,0.120701872,-1.941409787,0.052208592,0.382759297,0.417074252
AMTN,68.26344727,0.553661683,0.285127166,-1.94180615,0.052160572,0.382759297,0.417074252
GARS,3633.054776,0.186637563,0.096133734,-1.941436747,0.052205325,0.382759297,0.417074252
DDX27,2034.662531,0.19316562,0.09953522,-1.940676081,0.052297579,0.383183336,0.416593386
MKI67,1423.571894,-0.203665134,0.104969439,1.94023267,0.05235142,0.38318915,0.416586796
RFC4,255.9337762,-0.323125542,0.16654612,1.940156528,0.05236067,0.38318915,0.416586796
CAD,675.8721137,0.248350178,0.128026748,-1.93983041,0.052400304,0.38325121,0.416516465
ZNF493,57.35013832,-0.760958175,0.392521699,1.938639765,0.052545218,0.384082752,0.415575195
FLOT1,576.3289691,-0.257029398,0.132649006,1.93766547,0.052664049,0.384722764,0.414852116
PSAP,19202.03875,-0.167582626,0.086682311,1.933296714,0.053199656,0.386674087,0.412654931
SRPR,2008.585325,0.201259449,0.104090529,-1.933503958,0.053174146,0.386674087,0.412654931
ZBTB44,403.169002,-0.27371944,0.141470771,1.934812672,0.053013288,0.386674087,0.412654931
DHRS4.AS1,297.8966996,-0.3018845,0.156200781,1.9326696,0.053276912,0.386674087,0.412654931
ANGEL1,327.8098982,-0.272247599,0.140747211,1.934301907,0.053076019,0.386674087,0.412654931
PSMD7,2735.258061,0.170728172,0.088301436,-1.933469939,0.053178333,0.386674087,0.412654931
ZNF24,916.8859098,-0.263907719,0.136472236,1.93378321,0.053139788,0.386674087,0.412654931
MAP2,1204.151046,-0.214497692,0.110975102,1.932845185,0.053255272,0.386674087,0.412654931
PMPCB,890.9645879,-0.199920993,0.1034266,1.932974627,0.053239324,0.386674087,0.412654931
ARFGEF1,1556.232864,-0.253931268,0.13136115,1.933077387,0.053226665,0.386674087,0.412654931
PHF19,169.7363393,-0.350876331,0.181506002,1.933138999,0.053219077,0.386674087,0.412654931
TOMM40L,348.9751006,0.273678382,0.14165741,-1.931973637,0.05336276,0.386840702,0.412467837
DOM3Z,159.6436023,0.408488985,0.211433551,-1.931996995,0.053359877,0.386840702,0.412467837
WASF1,415.6518914,0.246582075,0.127682746,-1.931209062,0.053457204,0.387297127,0.411955725
CYB5R1,1571.992202,0.182646108,0.094606585,-1.930585584,0.053534322,0.387627563,0.411585349
ZNF644,567.0162652,-0.290818738,0.150662934,1.930260687,0.053574546,0.387690623,0.411514703
NR3C1,758.9832841,-0.233494734,0.120985372,1.929941862,0.053614042,0.387748349,0.411450043
PSMA5,1130.223063,0.219068709,0.113624748,-1.928001716,0.053854913,0.389032963,0.410013599
PIEZO1,1622.645527,0.298617548,0.154868231,-1.928204028,0.053829753,0.389032963,0.410013599
PPAT,201.6680773,-0.333195388,0.172931099,1.92675227,0.05401051,0.389927992,0.409015587
C11orf48,566.7649163,0.243844053,0.126608155,-1.925974308,0.054107582,0.390170852,0.408745178
ERH,642.6137988,-0.261059753,0.135543649,1.926019808,0.054101901,0.390170852,0.408745178
NDUFS2,1198.845738,0.207044548,0.107551093,-1.925080835,0.054219246,0.390518247,0.408358669
CHCHD4,242.6378653,0.303828938,0.157816144,-1.925208222,0.054203314,0.390518247,0.408358669
CLPTM1L,1017.320897,0.199069209,0.103438257,-1.924522085,0.054289175,0.390793115,0.408053096
MYH9,23150.27722,0.223208317,0.11603913,-1.923560754,0.054409664,0.391238599,0.407558305
GLA,333.0888209,0.305158787,0.158645945,-1.923520872,0.054414668,0.391238599,0.407558305
HTR7P1,51.71210769,-0.591511986,0.307618173,1.922877247,0.054495468,0.391461006,0.407311492
SHROOM2,282.2870786,-0.32487721,0.168963326,1.922767601,0.054509243,0.391461006,0.407311492
ADAMTS15,106.9057281,-0.434710468,0.226157929,1.922154439,0.054586328,0.391557437,0.407204523
PPP1R11,1111.254549,0.203449017,0.10583342,-1.922351343,0.054561564,0.391557437,0.407204523
ELF1,1935.896542,-0.189867455,0.098794533,1.921841721,0.054625677,0.39161135,0.40714473
HSF4,48.23902643,-0.69591789,0.362217285,1.921271896,0.054697438,0.391897429,0.406827586
BBX,1934.591899,-0.203566868,0.105986666,1.920683756,0.054771589,0.392200282,0.406492098
PCBP2,3182.887852,0.181169302,0.094374889,-1.919676978,0.054898714,0.392881896,0.405737983
ERGIC2,615.6162863,-0.337551327,0.175919903,1.918778499,0.055012372,0.393466396,0.405092353
MARK3,1522.317231,0.191314315,0.099754423,-1.91785296,0.055129658,0.393951039,0.40455775
POMZP3,93.07216819,0.471069848,0.24563821,-1.917738487,0.055144179,0.393951039,0.40455775
HERC2P9,48.40346771,0.62205655,0.324535778,-1.916758001,0.055268683,0.394611338,0.403830441
NFE2L2,2685.701837,-0.238181506,0.124312493,1.915990098,0.055366356,0.395079416,0.403315597
RLF,524.8424714,-0.311399223,0.162624078,1.914840815,0.055512808,0.39550458,0.402848483
PLEKHO2,205.53425,0.322844778,0.168630165,-1.914513804,0.055554537,0.39550458,0.402848483
MRPS17,739.0993007,0.249173621,0.130136743,-1.914706133,0.055529991,0.39550458,0.402848483
AKR1B10,845.8809305,-0.237790693,0.124175359,1.914958762,0.055497763,0.39550458,0.402848483
STRADB,177.9408299,-0.365754976,0.191090481,1.914040799,0.055614943,0.395705626,0.402627775
Mar.05,716.072072,-0.258556659,0.135117659,1.91356674,0.055675538,0.395907787,0.402405956
TAOK1,1580.804074,-0.223920769,0.117080465,1.912537411,0.055807299,0.396272942,0.402005581
FBLN2,20.71499046,-0.972552199,0.508547748,1.912410788,0.055823525,0.396272942,0.402005581
CUL4B,742.939237,-0.241475248,0.126262938,1.912479247,0.055814752,0.396272942,0.402005581
DESI1,1381.677876,0.190947785,0.099863993,-1.91207841,0.055866138,0.396346728,0.401924723
ATP12A,36.7228576,0.732260591,0.383119381,-1.91131179,0.055964525,0.396359001,0.401911275
RAC2,3555.693553,0.229635285,0.120129314,-1.911567435,0.0559317,0.396359001,0.401911275
LSM3,920.5152654,-0.234782348,0.122829677,1.911446431,0.055947235,0.396359001,0.401911275
MANBAL,623.3573721,0.243842602,0.127614997,-1.910767605,0.056034452,0.396625911,0.401618917
HSPB11,308.0713956,-0.314216657,0.164678138,1.908065403,0.056382764,0.397427147,0.400742471
NFIA,528.8499724,-0.237775377,0.124660379,1.907385326,0.056470708,0.397427147,0.400742471
NDUFB1,320.9499878,-0.269092891,0.140989974,1.908595926,0.056314238,0.397427147,0.400742471
PSMB6,2162.285424,0.187624225,0.098364164,-1.90744492,0.056462997,0.397427147,0.400742471
DLGAP4,1546.100344,0.213823724,0.111991603,-1.909283537,0.056225525,0.397427147,0.400742471
LINC00313,23.94182861,0.854857202,0.448082873,-1.907810485,0.056415715,0.397427147,0.400742471
MPST,242.8828255,0.382223664,0.200326006,-1.908008214,0.056390155,0.397427147,0.400742471
U2SURP,1645.871059,-0.185341623,0.097081835,1.909127739,0.056245615,0.397427147,0.400742471
SMPDL3A,55.70063679,-0.566694675,0.296935719,1.908475939,0.05632973,0.397427147,0.400742471
RHBDD2,453.9845399,-0.328639837,0.172123306,1.909327939,0.0562198,0.397427147,0.400742471
LIMA1,9034.500203,-0.182255583,0.09563023,1.905836509,0.056671421,0.397702119,0.400442095
FXR2,1219.278167,0.197600399,0.103672386,-1.906008018,0.056649165,0.397702119,0.400442095
ZNF812,273.9200684,-0.292920415,0.153675275,1.90609982,0.056637256,0.397702119,0.400442095
PVR,3107.900761,0.186467851,0.097838016,-1.905883405,0.056665335,0.397702119,0.400442095
COX7A2,3457.053226,-0.272627436,0.143001074,1.906471244,0.056589093,0.397702119,0.400442095
ELP4,111.168704,-0.458946522,0.241009878,1.904264368,0.056875762,0.398412911,0.399666596
SGOL1,33.21303927,-0.707233486,0.371425544,1.904105674,0.056896423,0.398412911,0.399666596
TBCK,264.4140808,-0.295035944,0.154915672,1.904493845,0.056845897,0.398412911,0.399666596
CDC23,709.3783927,-0.251328668,0.131996127,1.904060922,0.05690225,0.398412911,0.399666596
ZC3H6,140.3254371,-0.397307138,0.208830496,1.902534095,0.057101366,0.398565823,0.399499945
METTL5,304.2445748,-0.391496421,0.205712353,1.90312548,0.057024174,0.398565823,0.399499945
PGAP1,148.2639672,-0.36027209,0.189254396,1.903639215,0.056957188,0.398565823,0.399499945
ARMC9,281.4445596,0.286297506,0.150440858,-1.903056853,0.057033127,0.398565823,0.399499945
MLF1IP,99.03087877,-0.478743388,0.251627404,1.902588432,0.05709427,0.398565823,0.399499945
FYN,317.227994,0.27090521,0.142401584,-1.902403066,0.05711848,0.398565823,0.399499945
GOLGA6L4,57.04925954,0.59801746,0.314672426,-1.90044443,0.057374821,0.399753658,0.398207553
SLX4IP,72.66791689,-0.510136569,0.268442393,1.900357699,0.057386194,0.399753658,0.398207553
PHF6,662.4026548,-0.257527004,0.135480157,1.900846658,0.057322101,0.399753658,0.398207553
PSMF1,2071.553215,0.200243428,0.105406775,-1.899720668,0.057469787,0.400109402,0.397821243
DDX24,3944.460102,0.193155708,0.101704082,-1.899193273,0.057539069,0.400365173,0.397543708
COL27A1,994.8880859,0.251047419,0.132258396,-1.898158661,0.057675185,0.401085427,0.396763117
LNPEP,294.7484896,-0.27640772,0.14564836,1.897774346,0.057725814,0.401210714,0.396627478
GIT2,760.310672,0.206463117,0.108900233,-1.895892336,0.057974283,0.402482858,0.395252612
DHX29,963.3953694,-0.295427418,0.155813579,1.896031266,0.05795591,0.402482858,0.395252612
EML2,995.5540065,0.221262224,0.116736554,-1.895397933,0.058039702,0.402693957,0.395024888
MBNL1,1380.721927,-0.210966836,0.111318281,1.895167928,0.058070158,0.402693957,0.395024888
ID1,1026.86825,0.254623884,0.134400495,-1.894515973,0.058156556,0.40306589,0.394623953
CDK11B,282.5638939,0.314210593,0.165882201,-1.894179071,0.058201245,0.403148489,0.394534964
RGCC,33.31965724,-0.715501741,0.377885681,1.893434382,0.058300127,0.403606167,0.394042206
FAM172A,194.8190781,-0.374832735,0.198042949,1.892684068,0.058399896,0.403615463,0.394032204
PPP1R10,1875.246929,0.194192969,0.102590522,-1.892893864,0.058371985,0.403615463,0.394032204
PEG10,146.7696682,-0.365941229,0.193313463,1.892994017,0.058358665,0.403615463,0.394032204
CCT3,6158.010824,0.18180726,0.096132658,-1.891212251,0.058596017,0.404387467,0.393202313
LOC100507577,56.44239381,-0.577170815,0.305216105,1.891023458,0.058621213,0.404387467,0.393202313
MBP,457.9838034,-0.245224954,0.129689666,1.890859622,0.058643086,0.404387467,0.393202313
PIN4,715.0454206,0.245602689,0.129871994,-1.891113567,0.058609186,0.404387467,0.393202313
TM9SF3,2208.118615,-0.285477486,0.151020387,1.890324154,0.05871462,0.404653926,0.392916242
COA4,466.4877242,0.272463831,0.144253361,-1.888786709,0.058920414,0.405278833,0.392246078
TMEM117,79.16731107,-0.510607495,0.2704857,1.887743032,0.059060456,0.405278833,0.392246078
ARID3A,151.3006035,0.426167954,0.225762748,-1.88768057,0.059068846,0.405278833,0.392246078
SPRED3,204.4593108,0.326236489,0.172789163,-1.888061051,0.059017755,0.405278833,0.392246078
TOMM40,841.2153833,0.256463184,0.135860287,-1.887697936,0.059066514,0.405278833,0.392246078
NDFIP1,1094.714974,-0.230078876,0.121833725,1.888466234,0.058963387,0.405278833,0.392246078
MRPL18,613.4515539,0.254762856,0.134948361,-1.887854385,0.059045502,0.405278833,0.392246078
ADAP1,96.38644046,0.445446205,0.235804466,-1.889049061,0.058885255,0.405278833,0.392246078
NUMB,2509.732912,0.175136249,0.092809787,-1.887045043,0.059154267,0.40541025,0.392105275
MAP1A,59.19598126,-0.588285046,0.311789377,1.886802724,0.059186865,0.40541025,0.392105275
TRIM27,688.9095652,0.216082055,0.114522047,-1.886816214,0.059185049,0.40541025,0.392105275
ZNF680,89.28394805,-0.589281158,0.312483067,1.885801892,0.059321656,0.406107407,0.391359089
ALDH2,1099.262876,0.214438505,0.113734921,-1.885423599,0.05937267,0.406151754,0.391311667
PSIP1,688.2759297,-0.251194548,0.133241026,1.885264296,0.059394164,0.406151754,0.391311667
PSMD4,1675.054267,0.185962389,0.098654621,-1.884984058,0.05943199,0.406180371,0.391281068
FJX1,466.0278616,-0.2517657,0.133580834,1.884744186,0.059464384,0.406180371,0.391281068
NIPBL,1328.051712,-0.2332762,0.123824966,1.883918952,0.059575939,0.40671654,0.390708166
GPATCH11,145.089335,-0.445018587,0.236260747,1.883590873,0.059620337,0.406793894,0.390625574
KPRP,23.79268689,-0.833812394,0.443482128,1.880148808,0.0600878,0.407364053,0.390017297
MTHFD1,1193.599168,0.207767468,0.110472066,-1.880724016,0.060009471,0.407364053,0.390017297
