GENE_SYMBOL,baseMean,logFC,lfcSE,stat,pvalue,Adj.p.values,log10Adj.p.values
CYP2B7P1,152.1922756,-0.810301881,0.216462991,3.74337377,0.000181566,0.008334414,2.07912493
NAMPT,3019.862078,0.417175266,0.11218125,-3.718761083,0.000200202,0.00912181,2.039918978
PPDPF,1851.156331,-0.446950947,0.120737767,3.70183216,0.000214048,0.009716683,2.012481966
SBNO2,645.512965,0.556071612,0.15047457,-3.695452396,0.000219496,0.009927334,2.003167366
STK25,1210.033071,0.450841721,0.122654578,-3.675702352,0.000237196,0.010688588,1.971079663
MUC20,1314.689019,-0.529702488,0.144196377,3.673479874,0.00023927,0.010742678,1.968887442
SPTLC3,199.98295,-0.621029306,0.169179393,3.670833032,0.000241761,0.010815079,1.965970304
RAB11FIP1,2624.227397,0.363695273,0.099162202,-3.667680497,0.000244761,0.01090959,1.962191571
IFIT1,192.1132877,0.818643424,0.223557047,-3.66189943,0.000250352,0.011118527,1.953952745
LAMC2,103844.9377,0.313229266,0.085598687,-3.65927651,0.000252928,0.011192533,1.951071616
PTPRZ1,139.9782068,-0.706201677,0.193059277,3.657952556,0.000254238,0.011210169,1.95038784
LRMP,96.29466641,-0.861287108,0.23613725,3.647400434,0.000264907,0.011638874,1.934089033
HMOX2,2169.642367,0.353702622,0.097086021,-3.643187953,0.000269282,0.011788996,1.92852318
GBP6,1725.179629,-0.372043088,0.102186507,3.640823996,0.000271767,0.011855589,1.926076865
NCF2,426.7202165,0.500868694,0.137746156,-3.636171845,0.00027672,0.012026061,1.919876598
CSNK1E,1942.427102,0.35182913,0.096780637,-3.635325609,0.00027763,0.012026061,1.919876598
FOXO1,345.2249256,-0.526850392,0.144968619,3.6342375,0.000278804,0.012030646,1.919711052
SDC4,6317.116492,0.359725677,0.09906264,-3.631295066,0.000282003,0.012087788,1.917653165
SLC11A2,691.1036974,0.433176642,0.119328627,-3.630115013,0.000283295,0.012101023,1.917177914
IFNGR1,1238.126187,0.416189631,0.114787154,-3.625750935,0.000288123,0.012264666,1.911344274
BLNK,181.4719602,-0.622989362,0.171992839,3.622181981,0.000292128,0.012365608,1.907784525
SLC43A3,359.5993618,0.492058883,0.136089457,-3.61570171,0.000299535,0.012619456,1.898959366
MFSD2A,489.8064722,0.491840926,0.13637791,-3.606455969,0.000310408,0.013032877,1.884959703
GCLC,2087.476172,-0.353767475,0.098127533,3.605180564,0.000311936,0.013040223,1.884714982
MTSS1,1851.754591,0.320517696,0.088920476,-3.60454318,0.000312702,0.013040223,1.884714982
IGFBP3,2005.915378,0.455980211,0.126579247,-3.602329938,0.000315378,0.013107354,1.882484971
GJB3,1422.985125,0.374709281,0.104055585,-3.601049201,0.000316936,0.013127749,1.881809736
CKAP2,1250.944438,-0.400938162,0.111519161,3.595240135,0.000324092,0.013379147,1.873571575
RANGAP1,1782.669505,0.409169128,0.113889889,-3.592673,0.000327303,0.013466502,1.8707452
SMEK2,904.9305951,-0.486544127,0.135555403,3.58926398,0.000331613,0.01359834,1.866514104
KCNMA1,442.1149252,-0.461662973,0.128687603,3.587470449,0.000333902,0.013646701,1.864972324
CCT5,6843.472051,0.347865456,0.097259077,-3.576688839,0.000347974,0.014174754,1.848484469
UBE2L6,760.3873102,0.410207478,0.114942517,-3.568805418,0.000358613,0.01455991,1.83684131
TIMP3,3005.115146,-0.336067807,0.094307241,3.563541932,0.000365884,0.014806275,1.829554189
C1S,162.1433811,0.799739486,0.224550409,-3.561514268,0.000368722,0.014872193,1.827624987
COL12A1,2381.500811,0.362684669,0.10198495,-3.556256786,0.000376176,0.015123275,1.820354151
TFPI2,1304.595673,0.350277925,0.098717558,-3.548283935,0.00038775,0.015487339,1.810023195
CENPF,654.1271804,-0.498195351,0.140486055,3.546226362,0.00039079,0.015558262,1.808038919
SOX6,81.09370065,-0.90676409,0.256002194,3.542016867,0.00039708,0.015757675,1.802507861
TGFA,1634.429762,0.378538018,0.106911793,-3.540657282,0.000399132,0.01578816,1.801668481
FAM178A,342.3057983,-0.587550227,0.166104404,3.537234499,0.00040434,0.015942938,1.797431643
FLRT3,653.974785,-0.463317582,0.131225916,3.530686579,0.000414483,0.016290622,1.788062333
CSRP1,1375.812936,0.358986786,0.101857849,-3.524390014,0.000424459,0.016472222,1.783247813
NRP1,1110.730492,-0.371821413,0.105497703,3.524450318,0.000424362,0.016472222,1.783247813
SAT1,16712.6686,0.298723226,0.084750166,-3.524750943,0.000423881,0.016472222,1.783247813
PML,1099.204999,0.443620428,0.126170197,-3.516047668,0.000438022,0.016945128,1.770955146
NT5DC3,429.8782706,-0.473655585,0.134744462,3.515213741,0.0004394,0.016945144,1.770954736
CDC25B,375.9877576,0.475945998,0.135558908,-3.510990214,0.000446441,0.01716286,1.76541034
MICAL2,748.1643503,0.420386614,0.120220459,-3.496797602,0.000470879,0.018045959,1.743620034
DUSP1,1605.519841,0.394039443,0.112738929,-3.495149789,0.000473796,0.018101353,1.742288962
CTDSPL,1183.674784,-0.370047522,0.105915833,3.49378854,0.000476218,0.018137568,1.741420946
FST,821.9384033,0.398391162,0.114161679,-3.489710084,0.000483545,0.018359779,1.736132551
SH3KBP1,1559.836846,0.367373293,0.105307586,-3.48857387,0.000485605,0.018381256,1.735624816
SGPP2,94.91135682,0.814656087,0.233700813,-3.485893253,0.000490497,0.018476408,1.733382456
MTUS1,1285.246982,-0.389481694,0.111741745,3.485552297,0.000491122,0.018476408,1.733382456
MCOLN3,211.5240611,-0.59330737,0.17052299,3.479339478,0.000502651,0.018852492,1.724631235
ACSL1,1435.964948,-0.32611107,0.093882129,3.473622437,0.000513483,0.019200207,1.716694089
ATP1B1,1763.352043,0.3448036,0.099585108,-3.46240121,0.000535378,0.019958258,1.699877368
NR1D2,311.3651731,-0.531369037,0.153957685,3.45139665,0.000557693,0.020602832,1.686073079
SLC26A2,358.2207805,-0.477926435,0.138451406,3.451943525,0.000556564,0.020602832,1.686073079
DDX58,398.5076576,0.52750384,0.152823584,-3.4517175,0.000557031,0.020602832,1.686073079
CTSC,3039.754448,0.302138547,0.087625489,-3.448066879,0.000564614,0.02079606,1.682018938
ACLY,7554.058103,0.30053811,0.087272059,-3.443692233,0.000573829,0.021072353,1.676286967
SLAMF7,269.5561904,-0.571225289,0.165988691,3.441350657,0.000578818,0.021192315,1.673821599
NLRP1,1578.657926,0.333336554,0.096974156,-3.437375162,0.000587381,0.021442036,1.668733979
IRAK3,134.2165181,0.748605604,0.218210395,-3.430659681,0.000602115,0.021914866,1.659261181
RAB30,127.9391519,-0.70928761,0.206867949,3.428697447,0.000606485,0.022008794,1.657403755
MYC,4069.383845,0.318424752,0.093161366,-3.417991427,0.000630851,0.022825671,1.641576447
SPRR1B,2566.26174,0.520988127,0.152550856,-3.415176691,0.000637406,0.022927996,1.639633903
FAM129A,505.7707829,-0.439551302,0.1286981,3.415367444,0.00063696,0.022927996,1.639633903
SCP2,2048.352603,-0.37665453,0.110315781,3.414330436,0.00063939,0.022932283,1.639552707
CTPS1,1289.314394,0.342825104,0.100434127,-3.413432398,0.000641501,0.02294111,1.639385573
TRIM16,1768.096245,0.3368814,0.098841522,-3.408298381,0.000653694,0.023309392,1.632469054
SPRY4,221.0212061,0.648539596,0.190590779,-3.402785798,0.000667026,0.023716035,1.624957917
SERPINB8,608.4026052,0.39749995,0.116952351,-3.398819661,0.000676773,0.023993269,1.619910577
TINF2,1339.416542,0.371207873,0.109299823,-3.396234883,0.000683197,0.024151408,1.617057545
ARHGEF2,1030.35048,0.342060826,0.100742364,-3.395402021,0.000685279,0.024155593,1.616982296
ADAM28,521.7769353,0.423345208,0.124898324,-3.389518732,0.000700154,0.024609422,1.608898586
TRIM14,754.6343718,0.374383393,0.110894723,-3.376025329,0.000735411,0.02577502,1.588800989
GTPBP2,1605.278455,0.323663422,0.095933816,-3.373819945,0.000741328,0.025908585,1.586556305
PSME2,1018.563142,0.395436204,0.117443217,-3.367041658,0.000759792,0.026478647,1.57710421
TLCD1,185.1891698,0.646301842,0.192228222,-3.362158976,0.000773356,0.026875208,1.570648166
KRT16,1836.718335,0.435518939,0.12971578,-3.357486171,0.000786547,0.027256615,1.56452808
STAP2,478.2393807,0.424262511,0.126556699,-3.352351285,0.000801283,0.027674477,1.557920578
TRIM25,1352.176677,0.340367527,0.101648265,-3.348483402,0.000812551,0.027921811,1.554056417
ISG20L2,862.781314,0.372674818,0.111351566,-3.346830504,0.000817412,0.028010583,1.552677852
USP54,492.5907888,0.422336925,0.126221304,-3.346003492,0.000819854,0.02801622,1.552590461
ELOVL1,1669.373997,0.327589407,0.097978268,-3.343490475,0.000827315,0.02819289,1.549860403
GPSM2,411.7462221,-0.497453965,0.148994048,3.338750593,0.000841561,0.028599121,1.543647315
B4GALT2,920.8497549,0.383640271,0.115011508,-3.33566856,0.000850945,0.028827939,1.540186406
TUFM,2721.785549,0.301422699,0.090381502,-3.335004299,0.000852981,0.028827939,1.540186406
FAT4,268.3042102,-0.510700162,0.153213883,3.333249917,0.000858378,0.028930866,1.538638566
NPNT,381.3756385,-0.519857733,0.156126166,3.329728424,0.000869307,0.029219175,1.53433205
SLC25A28,463.6076055,0.415762925,0.124894769,-3.328905822,0.000871879,0.029225758,1.534234216
SH3PXD2B,2177.409016,0.302146404,0.090805699,-3.327394724,0.000876621,0.02930487,1.533060201
UFD1L,1456.47074,0.36123201,0.108736972,-3.322071644,0.000893517,0.029788759,1.525947589
LTBP2,2585.827325,0.316401561,0.09534928,-3.31834244,0.000905534,0.03010778,1.521321266
ZC3H12C,255.9474431,0.551517853,0.166425491,-3.313902521,0.000920036,0.030507493,1.51559348
SAMD9L,239.1855346,0.618253701,0.186953644,-3.306989297,0.000943045,0.031186395,1.506034825
SEMA4B,3633.209973,0.377067067,0.114244735,-3.3005203,0.000965057,0.03182878,1.497180008
NRCAM,56.84388486,0.987235512,0.299235655,-3.299190777,0.00096964,0.031894412,1.4962854
DSG3,6165.173638,-0.285240283,0.086536931,3.296168251,0.000980133,0.032049376,1.494180422
C2orf54,111.8875933,0.880937032,0.267366624,-3.294865374,0.000984688,0.032049376,1.494180422
SCOC,401.3714055,-0.590541446,0.179232123,3.294841546,0.000984772,0.032049376,1.494180422
CREG2,82.56321036,-0.87648214,0.266177581,3.292847338,0.000991783,0.032176215,1.492465045
PGRMC2,914.8010505,-0.376907075,0.114483207,3.292247699,0.0009939,0.032176215,1.492465045
LOC100862671,419.6616236,0.421113409,0.128056845,-3.288488095,0.00100727,0.032523467,1.487803165
TRIM47,125.4608139,0.783392724,0.238645401,-3.28266424,0.001028311,0.03311591,1.479963306
ERF,1450.462092,-0.362424898,0.110511575,3.279519805,0.001039839,0.033399741,1.476256901
WNT4,134.0825126,0.892606652,0.272395944,-3.276872041,0.001049639,0.033626725,1.473315428
SLAMF9,166.926802,0.620042216,0.189640927,-3.269559086,0.001077152,0.034418516,1.463207859
FNDC3B,3123.811886,0.322039848,0.098729282,-3.261847362,0.001106887,0.035277013,1.452508195
IL1RN,7083.932991,0.330653057,0.101400945,-3.260847869,0.001110796,0.035310116,1.452100856
CYBRD1,712.7992871,-0.417760643,0.128352269,3.254797495,0.001134732,0.035913411,1.444743344
VARS,1118.362814,0.358319332,0.11009705,-3.254577063,0.001135613,0.035913411,1.444743344
PDPN,1393.941549,0.312071918,0.09593082,-3.253093406,0.00114156,0.03600889,1.443590266
CDH10,56.59251186,-0.961339558,0.295649699,3.251616907,0.001147506,0.036103876,1.442446171
HERC6,323.8176729,0.458427007,0.141076261,-3.249497855,0.00115609,0.036281156,1.440318884
FLII,3557.304262,0.308824544,0.095215539,-3.243425871,0.001181015,0.036969087,1.432161275
MYO10,4232.939028,0.296986779,0.091722532,-3.237882476,0.001204204,0.037440563,1.426657629
HMGCS1,3728.3733,0.347584389,0.107347136,-3.237947493,0.00120393,0.037440563,1.426657629
PRSS3,114.3945984,0.729755723,0.22539709,-3.237644822,0.001205208,0.037440563,1.426657629
PRKACB,150.2943961,-0.617280517,0.191014914,3.23158283,0.001231066,0.038147553,1.418533315
EFHD2,1468.201606,0.427439379,0.132353758,-3.22952205,0.001239973,0.038240454,1.41747696
AFAP1,1117.148864,0.315495465,0.097693219,-3.229450999,0.001240281,0.038240454,1.41747696
FAM57A,585.5958241,0.401228725,0.124455062,-3.223884334,0.001264645,0.038894147,1.410115749
TUBG1,1128.792436,0.368626863,0.114431948,-3.221363181,0.001275824,0.039140105,1.407378014
CCDC24,184.2305635,0.606144721,0.188272734,-3.219503476,0.001284128,0.039296874,1.405641996
TOP2A,802.9750002,-0.395029832,0.12275527,3.218027486,0.001290754,0.039304113,1.405562
PALMD,284.8299437,-0.511746725,0.159148789,3.21552383,0.001302067,0.039550682,1.402846023
E2F4,817.9315739,0.364464086,0.113475058,-3.211843145,0.001318864,0.039962217,1.398350426
OSBP2,123.995919,0.665267779,0.20738694,-3.207857636,0.001337277,0.040321517,1.394463137
NMRK1,272.348622,-0.503598831,0.156959597,3.208461545,0.001334472,0.040321517,1.394463137
TPCN1,688.898327,0.379858733,0.118585625,-3.203244342,0.001358886,0.040872909,1.388564452
HSD17B3,54.23203063,-0.988191859,0.308840863,3.199679762,0.001375804,0.04128082,1.384251684
GNA15,1020.972171,0.387328097,0.121371915,-3.191249781,0.001416588,0.042401119,1.372622682
LCA5,189.0776566,-0.563315117,0.176569152,3.19033711,0.001421069,0.042432024,1.372306252
KLHDC8B,433.7413108,-0.422060886,0.132390736,3.187994112,0.001432635,0.042673777,1.369838917
LYN,646.6346858,0.388444404,0.121899419,-3.18659766,0.001439569,0.042776752,1.368792194
FAM49A,225.0645105,-0.569669096,0.179203644,3.178892366,0.00147839,0.043719113,1.359328658
EGFL6,159.6373445,-0.595357809,0.187923594,3.168084419,0.00153447,0.045268692,1.344202054
C1R,95.82980467,0.832345849,0.263085606,-3.163783314,0.001557327,0.045723714,1.3398585
GLRX,554.2716127,0.454384066,0.143764552,-3.160612687,0.001574377,0.046004715,1.337197655
FAM84A,759.0829088,-0.419468221,0.132909233,3.15605027,0.001599213,0.04661971,1.331430432
DBP,95.38370753,-0.717882267,0.227673741,3.153118428,0.001615363,0.046872298,1.329083754
LSS,2250.103286,0.299469507,0.094976397,-3.153093987,0.001615498,0.046872298,1.329083754
HIVEP2,1082.886006,0.317533142,0.100754533,-3.151551918,0.001624053,0.047009643,1.327813047
TNKS2,799.4622099,-0.354253259,0.112483423,3.149381939,0.001636162,0.04724898,1.325607563
TTC9,1416.982947,0.308040695,0.097923789,-3.145718709,0.001656793,0.047510171,1.323213406
CDC34,782.7624804,0.440741941,0.140087846,-3.146182585,0.001654167,0.047510171,1.323213406
GABRP,257.5637635,0.472473521,0.15013335,-3.14702576,0.001649404,0.047510171,1.323213406
CD99,3075.970797,0.363218338,0.115528596,-3.1439691,0.00166673,0.047683993,1.321627384
TICAM1,979.5481121,0.353832667,0.112612601,-3.142034396,0.001677783,0.047807712,1.32050204
SQLE,1890.318641,0.333151603,0.106036686,-3.141852279,0.001678827,0.047807712,1.32050204
PLEK2,1204.869123,0.339927235,0.108253413,-3.140106412,0.001688865,0.047871922,1.319919136
MAOA,2307.347107,0.313267047,0.099746747,-3.140624204,0.001685882,0.047871922,1.319919136
FAM110C,623.8565955,-0.420357162,0.134061336,3.135558498,0.001715272,0.048508685,1.314180498
MMP10,199.7904979,0.547217399,0.175032616,-3.126373874,0.001769764,0.049820679,1.302590358
LETM1,1136.958673,0.325368958,0.104103757,-3.125429562,0.001775456,0.049866799,1.302188509
ZCCHC10,226.6027592,-0.509744179,0.163357329,3.120424299,0.001805907,0.050606535,1.295793398
LAP3,807.0831755,0.364878729,0.116977187,-3.119229821,0.001813245,0.050696673,1.295020541
KIAA0100,4012.246507,0.296661667,0.095309822,-3.112603307,0.001854451,0.051731193,1.286247506
PSMB8,221.9759388,0.51160475,0.164446551,-3.111070115,0.001864107,0.051882898,1.284975774
CHURC1,921.3020273,-0.388769378,0.125095719,3.107775254,0.001885014,0.052228462,1.282092763
ADAM19,1018.011696,0.332475316,0.106975371,-3.107961331,0.001883827,0.052228462,1.282092763
LGALS9,67.24648427,0.901955923,0.290528064,-3.10453975,0.001905753,0.05268444,1.278317632
AMPD3,442.6921001,0.404903393,0.130452676,-3.103833565,0.001910308,0.052691937,1.278255836
DTD2,157.7404058,-0.595033344,0.191988875,3.099311574,0.001939709,0.053383226,1.272595185
SNHG8,769.3292122,-0.341498891,0.110326551,3.095346391,0.001965832,0.053981387,1.267755961
TMEM60,113.0026046,-0.765865468,0.247659686,3.092410718,0.001985379,0.054396744,1.264427095
TMEM131,1786.728537,-0.2776979,0.089835443,3.091184185,0.001993599,0.054462518,1.263902284
HMGB3,4892.865566,0.277582175,0.08981113,-3.090732478,0.001996634,0.054462518,1.263902284
ZNF395,1048.717512,-0.334552636,0.108630442,3.079731903,0.00207187,0.056389702,1.248800201
ABLIM1,1912.604248,-0.293643165,0.095487382,3.075203854,0.002103587,0.056895637,1.244921036
STARD5,228.5542436,0.48767293,0.158587767,-3.075098019,0.002104334,0.056895637,1.244921036
TNFAIP1,1980.182665,0.284941817,0.09264371,-3.075673651,0.002100276,0.056895637,1.244921036
LPCAT3,687.2891254,-0.352520975,0.114700936,3.073392315,0.002116401,0.057096403,1.243391251
SERPINB4,42.27816259,1.195333614,0.389560964,-3.068412197,0.002151996,0.057929649,1.237099103
COPG1,2232.584506,0.297108747,0.096987845,-3.063360652,0.002188661,0.058788011,1.230711233
CREG1,635.1041616,-0.367038714,0.119929446,3.060455339,0.002210007,0.059232044,1.22744328
SLFN5,1933.08528,0.276207909,0.090345963,-3.057224698,0.002233967,0.059729357,1.223812161
SULF2,3378.7812,-0.287970959,0.094211372,3.056647542,0.002238273,0.059729357,1.223812161
NECAP2,1074.564852,0.321991581,0.105415491,-3.054499652,0.002254363,0.059898857,1.222581465
PARP14,1054.104045,0.314218503,0.102852943,-3.055026869,0.002250404,0.059898857,1.222581465
EXTL2,81.84976963,-0.762893574,0.249945839,3.052235541,0.002271438,0.060222475,1.2202414
PDK4,28.65131641,-1.413112654,0.463734287,3.04724644,0.002309483,0.061099478,1.2139625
FN1,135163.4122,0.289282737,0.094980741,-3.045698894,0.002321402,0.061151789,1.213590833
DAPP1,1005.511631,0.312083319,0.102463111,-3.045811468,0.002320533,0.061151789,1.213590833
LGALS8,2533.637463,-0.269595485,0.088598141,3.042902263,0.002343084,0.061591072,1.210482237
ANXA6,1040.280418,0.343620312,0.113057288,-3.039346844,0.002370917,0.062189815,1.206280735
MOGS,1057.689278,0.32181661,0.105960761,-3.037130034,0.002388424,0.062476609,1.20428255
OGDH,3146.997432,0.278311242,0.091649901,-3.036678037,0.002392008,0.062476609,1.20428255
ANXA8L2,924.0449268,0.343466988,0.113235882,-3.033199214,0.002419758,0.063067507,1.200194336
SC5DL,2174.755856,-0.346364368,0.114361739,3.02867349,0.0024563,0.063536813,1.196974573
BTG1,1426.693494,0.294010983,0.09705275,-3.029393624,0.002450452,0.063536813,1.196974573
ATF4,3621.626548,0.300460882,0.099213991,-3.028412419,0.002458423,0.063536813,1.196974573
CD74,325.6226765,0.473506602,0.15626488,-3.030153682,0.002444293,0.063536813,1.196974573
DNAJB4,330.7786933,-0.574150264,0.189750778,3.025812432,0.002479661,0.063817545,1.195059907
SLC2A6,244.4780129,0.561808231,0.185643605,-3.026273016,0.002475886,0.063817545,1.195059907
CSGALNACT1,49.89615575,1.002124041,0.33126827,-3.025113272,0.0024854,0.06383172,1.194963453
DSC3,3439.407899,-0.280218973,0.092664385,3.024020221,0.002494398,0.06390745,1.194448511
VSNL1,278.7620659,-0.468327922,0.154896256,3.023494139,0.002498739,0.06390745,1.194448511
WLS,967.8371152,-0.316522031,0.104959943,3.015645983,0.002564325,0.064942457,1.187471285
C1orf74,710.5425583,0.348327818,0.115499988,-3.015825573,0.002562806,0.064942457,1.187471285
PPP1CC,926.6341071,-0.424674471,0.140804006,3.016068113,0.002560757,0.064942457,1.187471285
CBR1,1209.843275,-0.313837653,0.103992899,3.017875811,0.002545532,0.064942457,1.187471285
SHB,596.3282618,0.361291769,0.119811763,-3.015494979,0.002565602,0.064942457,1.187471285
PHTF2,165.4930049,-0.595765057,0.197739751,3.01287452,0.002587859,0.065371337,1.184612633
CSTA,2382.867421,0.353464546,0.117589958,-3.005907578,0.002647895,0.06675082,1.175543395
ZP3,71.70512218,0.833399047,0.277327545,-3.005107363,0.002654871,0.066789827,1.175289681
UPP1,1247.631019,0.311309562,0.103691304,-3.002272594,0.002679721,0.067277404,1.172130775
CORO1A,100.6340772,0.749656851,0.249916592,-2.999628171,0.002703094,0.067725985,1.16924467
KRT75,32.85826906,1.184878963,0.395309645,-2.997343922,0.002723433,0.06809689,1.166872722
DHCR7,1659.878124,0.352303441,0.117708379,-2.993019215,0.002762324,0.068929218,1.161596649
PLK3,426.656512,0.415429842,0.138992587,-2.988863288,0.002800174,0.069732266,1.156566222
NOP2,966.1002725,0.306158586,0.102554334,-2.985330538,0.00283272,0.070116956,1.154176946
MGC12916,20.31006489,1.486614642,0.497780504,-2.986486272,0.002822035,0.070116956,1.154176946
ARF4,1836.363544,0.301592935,0.101008562,-2.98581554,0.002828232,0.070116956,1.154176946
RNF128,266.2930838,-0.440627331,0.147818842,2.980860383,0.002874398,0.071005713,1.148706707
NDUFB8,927.8346373,0.397167262,0.133321119,-2.97902737,0.002891649,0.071146144,1.147848633
SIPA1L1,2335.716533,0.279866951,0.093928009,-2.979589931,0.002886345,0.071146144,1.147848633
LXN,253.2360918,-0.480401713,0.161437438,2.97577637,0.002922479,0.071761148,1.144110622
PRMT1,1260.850703,0.374212739,0.125816234,-2.974280254,0.002936767,0.071968346,1.142858478
